TEMPERATURA;HUMEDAD;TIRANTE;TIRANTE_IDEAL;CAUDAL_REAL
32,1;10,7;4,47;5,472533591;83,46384342
32,1;14,1;4,32;5,472533591;83,46384342
32,1;9,9;4,21;5,472533591;83,46384342
32;8,7;4,49;5,472533591;83,46384342
32;10,8;4,58;5,472533591;83,46384342
32;10,9;4,47;5,472533591;83,46384342
32;10,8;4,57;5,472533591;83,46384342
32;9,7;4,38;5,472533591;83,46384342
32;10,7;4,44;5,472533591;83,46384342
32,1;12,7;4,41;5,472533591;83,46384342
32,2;10,6;4,41;5,472533591;83,46384342
32,1;12,8;4,06;5,472533591;83,46384342
32,2;11,9;4,39;5,472533591;83,46384342
32,2;10;4,41;5,472533591;83,46384342
32,2;12,5;4,43;5,472533591;83,46384342
32,2;12,4;4,27;5,472533591;83,46384342
32,2;11,6;4,28;5,472533591;83,46384342
32,1;8,2;4,57;5,472533591;83,46384342
32;7,7;4,25;5,472533591;83,46384342
32,1;8,2;4,42;5,472533591;83,46384342
32,1;9,9;4,43;5,472533591;83,46384342
32,1;10;4,38;5,472533591;83,46384342
32,1;9,4;4,18;5,472533591;83,46384342
32,1;9,2;4,35;5,472533591;83,46384342
32,1;10,3;4,48;5,472533591;83,46384342
32;10,2;4,39;5,472533591;83,46384342
32;9,5;4,28;5,472533591;83,46384342
32;10,8;4,15;5,472533591;83,46384342
32;8,8;4,28;5,472533591;83,46384342
32;9,5;4,39;5,472533591;83,46384342
32;9,7;4,35;5,472533591;83,46384342
31,9;10;4,39;5,472533591;83,46384342
32;10,9;4,44;5,472533591;83,46384342
32;10,8;4,43;5,472533591;83,46384342
32,1;12;4,43;5,472533591;83,46384342
32,2;12,6;4,71;5,472533591;83,46384342
32,3;10,1;4,47;5,472533591;83,46384342
32,3;8,6;4,55;5,472533591;83,46384342
32,3;11;4,38;5,472533591;83,46384342
32,3;9;4,24;5,472533591;83,46384342
32,4;11,1;4,57;5,472533591;83,46384342
32,4;14,1;4,53;5,472533591;83,46384342
31,6;10,6;3,72;4,307085072;60,57644205
31,6;11,6;3,57;4,307085072;60,57644205
31,7;12;3,56;4,307085072;60,57644205
31,7;11,3;3,56;4,307085072;60,57644205
31,7;13,9;3,66;4,307085072;60,57644205
31,8;16,9;3,56;4,307085072;60,57644205
32;13,8;3,64;4,307085072;60,57644205
32;11,7;3,49;4,307085072;60,57644205
32;13,3;3,52;4,307085072;60,57644205
32;13,5;3,38;4,307085072;60,57644205
32;11,9;3,51;4,307085072;60,57644205
32;10,6;3,41;4,307085072;60,57644205
31,9;10,8;3,61;4,307085072;60,57644205
31,8;10,7;3,45;4,307085072;60,57644205
31,8;10;3,43;4,307085072;60,57644205
31,5;9,7;3,49;4,307085072;60,57644205
31,6;10,6;3,49;4,307085072;60,57644205
31,5;9,8;3,41;4,307085072;60,57644205
31,5;10,6;3,39;4,307085072;60,57644205
31,6;9,5;3,53;4,307085072;60,57644205
31,5;11,3;3,47;4,307085072;60,57644205
31,5;10,6;3,64;4,307085072;60,57644205
31,5;11,7;3,56;4,307085072;60,57644205
31,5;10,9;3,28;4,307085072;60,57644205
31,5;13,8;3,66;4,307085072;60,57644205
31,6;14;3,43;4,307085072;60,57644205
31,6;13,3;3,02;4,307085072;60,57644205
31,6;10,6;3,59;4,307085072;60,57644205
31,6;10,7;3,58;4,307085072;60,57644205
31,6;11,6;3,65;4,307085072;60,57644205
31,6;10,6;3,47;4,307085072;60,57644205
31,7;15;3,6;4,307085072;60,57644205
31,7;14,5;3,66;4,307085072;60,57644205
31,6;10,6;3,46;4,307085072;60,57644205
31,7;11,9;3,49;4,307085072;60,57644205
31,7;10,7;3,42;4,307085072;60,57644205
31,7;9,9;3,47;4,307085072;60,57644205
31,7;10,7;3,57;4,307085072;60,57644205
31,7;10,7;3,45;4,307085072;60,57644205
31,6;10,5;3,51;4,307085072;60,57644205
31,6;10,6;3,63;4,307085072;60,57644205
31,4;9,6;3,46;4,307085072;60,57644205
31,6;11,4;3,51;4,307085072;60,57644205
31,6;10,6;3,61;4,307085072;60,57644205
31,6;11,9;3,53;4,307085072;60,57644205
31,6;13,3;3,54;4,307085072;60,57644205
31,5;9,8;3,58;4,307085072;60,57644205
31,6;10,8;3,52;4,307085072;60,57644205
31,8;10,7;3,58;4,307085072;60,57644205
31,7;12,2;3,56;4,307085072;60,57644205
31,6;10,5;3,59;4,307085072;60,57644205
31,6;10,3;3,56;4,307085072;60,57644205
31,7;13,6;3,49;4,307085072;60,57644205
31,7;11,9;3,54;4,307085072;60,57644205
31,7;12;3,59;4,307085072;60,57644205
31,7;10,7;3,65;4,307085072;60,57644205
31,7;13,6;3,55;4,307085072;60,57644205
31,8;11,2;3,65;4,307085072;60,57644205
31,8;13,9;3,68;4,307085072;60,57644205
31,9;10,8;3,64;4,307085072;60,57644205
31,9;13,2;3,2;4,307085072;60,57644205
31,8;10,7;3,6;4,307085072;60,57644205
31,9;10,8;3,55;4,307085072;60,57644205
31,9;12,2;3,58;4,307085072;60,57644205
31,9;12,9;3,66;4,307085072;60,57644205
31,8;10,8;3,51;4,307085072;60,57644205
31,8;11,4;3,51;4,307085072;60,57644205
31,6;9,8;3,29;4,307085072;60,57644205
31,7;11,1;3,49;4,307085072;60,57644205
31,6;10,6;3,5;4,307085072;60,57644205
31,6;12,5;3,45;4,307085072;60,57644205
31,6;12,8;3,64;4,307085072;60,57644205
31,6;10,9;3,58;4,307085072;60,57644205
31,7;11,7;3,59;4,307085072;60,57644205
31,8;10,7;3,54;4,307085072;60,57644205
31,7;10,7;3,59;4,307085072;60,57644205
31,7;9,8;3,49;4,307085072;60,57644205
31,7;12,3;3,59;4,307085072;60,57644205
31,8;13,3;3,57;4,307085072;60,57644205
31,7;11,8;3,57;4,307085072;60,57644205
31,8;12;3,63;4,307085072;60,57644205
31,8;12,6;3,68;4,307085072;60,57644205
31,9;13,6;3,58;4,307085072;60,57644205
31,9;12,9;3,57;4,307085072;60,57644205
31,9;14;3,55;4,307085072;60,57644205
32;14,1;3,64;4,307085072;60,57644205
32,1;12,5;3,52;4,307085072;60,57644205
32,1;12,6;3,51;4,307085072;60,57644205
32,2;11;3,57;4,307085072;60,57644205
32,1;10,2;3,59;4,307085072;60,57644205
32;10,4;3,48;4,307085072;60,57644205
32;10,1;3,55;4,307085072;60,57644205
32;10,9;3,63;4,307085072;60,57644205
32,1;10,9;3,57;4,307085072;60,57644205
32,1;12,2;3,61;4,307085072;60,57644205
32,2;11,6;3,5;4,307085072;60,57644205
32,3;12,2;3,56;4,307085072;60,57644205
32,4;11,5;3,57;4,307085072;60,57644205
32,3;10,6;3,53;4,307085072;60,57644205
32,3;11;3,53;4,307085072;60,57644205
30,3;13,1;4,83;5,802588648;90,13459482
30,3;17,7;4,08;5,802588648;90,13459482
30,3;17,2;3,95;5,802588648;90,13459482
30,4;14,3;3,84;5,802588648;90,13459482
30,4;14,9;3,57;5,802588648;90,13459482
30,4;17,1;4,65;5,802588648;90,13459482
30,4;14,2;4,48;5,802588648;90,13459482
30,4;12,5;4,07;5,802588648;90,13459482
30,3;17;4,32;5,802588648;90,13459482
30,3;14,2;4,31;5,802588648;90,13459482
30,1;12,1;4,14;5,802588648;90,13459482
30,1;13,1;4,15;5,802588648;90,13459482
30,2;12,6;3,77;5,802588648;90,13459482
30,1;10,9;4,11;5,802588648;90,13459482
30,2;12,3;3,69;5,802588648;90,13459482
30,3;13,3;3,91;5,802588648;90,13459482
30,2;12,1;4,67;5,802588648;90,13459482
30,2;16;3,96;5,802588648;90,13459482
30,1;14,6;4,68;5,802588648;90,13459482
30,1;14,5;4,14;5,802588648;90,13459482
30,1;15,5;4,05;5,802588648;90,13459482
30;11,8;4,53;5,802588648;90,13459482
30;11,9;4,31;5,802588648;90,13459482
30;12,3;3,85;5,802588648;90,13459482
29,9;13,7;4,64;5,802588648;90,13459482
30;14,9;4,19;5,802588648;90,13459482
29,8;11,7;4,48;5,802588648;90,13459482
29,8;11,9;4,75;5,802588648;90,13459482
29,8;13,5;4,77;5,802588648;90,13459482
29,8;15,3;4,09;5,802588648;90,13459482
29,9;13,1;4,24;5,802588648;90,13459482
29,6;11,1;3,94;5,802588648;90,13459482
29,5;11,2;4,43;5,802588648;90,13459482
29,6;11,5;4,02;5,802588648;90,13459482
29,7;12,9;4,18;5,802588648;90,13459482
29,6;12,2;2,6;5,802588648;90,13459482
29,5;12,6;4,02;5,802588648;90,13459482
29,5;14,7;4,46;5,802588648;90,13459482
29,6;14,2;2,91;5,802588648;90,13459482
29,6;13;4,52;5,802588648;90,13459482
29,7;11,9;4,51;5,802588648;90,13459482
29,7;12,8;2,51;5,802588648;90,13459482
29,7;13,1;4,09;5,802588648;90,13459482
29,9;13,3;3,51;5,802588648;90,13459482
29,8;13;4,02;5,802588648;90,13459482
29,8;13,1;4,57;5,802588648;90,13459482
29,8;12,5;4,51;5,802588648;90,13459482
29,8;14,2;4,04;5,802588648;90,13459482
29,8;14,7;4,24;5,802588648;90,13459482
29,8;12,2;3,54;5,802588648;90,13459482
29,8;13;3,95;5,802588648;90,13459482
29,8;12;3,76;5,802588648;90,13459482
29,8;13,4;3,96;5,802588648;90,13459482
29,7;13,2;4,78;5,802588648;90,13459482
29,7;14,2;4,26;5,802588648;90,13459482
29,7;12,8;4,87;5,802588648;90,13459482
29,8;12,4;4,17;5,802588648;90,13459482
29,8;13,1;3;5,802588648;90,13459482
29,7;10,7;4,33;5,802588648;90,13459482
29,5;10,7;3,47;5,802588648;90,13459482
29,5;11,9;3,02;5,802588648;90,13459482
29,5;12,9;3,31;5,802588648;90,13459482
29,5;12,9;3,08;5,802588648;90,13459482
29,5;12,6;4,17;5,802588648;90,13459482
29,5;13,7;3,96;5,802588648;90,13459482
29,6;12;3,94;5,802588648;90,13459482
29,5;14,9;4,87;5,802588648;90,13459482
29,6;13,1;4,26;5,802588648;90,13459482
29,6;13,2;4,49;5,802588648;90,13459482
29,6;13,6;3,49;5,802588648;90,13459482
29,5;12;4,39;5,802588648;90,13459482
29,5;13,6;4,39;5,802588648;90,13459482
29,4;10,6;3,87;5,802588648;90,13459482
29,2;10,4;3,68;5,802588648;90,13459482
29,2;10,3;3,97;5,802588648;90,13459482
29,1;11,2;3,22;5,802588648;90,13459482
29,2;15,3;3,1;5,802588648;90,13459482
29,2;13,9;3,29;5,802588648;90,13459482
29,2;13,9;2,83;5,802588648;90,13459482
29,2;13,9;4,07;5,802588648;90,13459482
29,1;12,3;2,8;5,802588648;90,13459482
29,1;12,6;3,02;5,802588648;90,13459482
29;11;2,38;5,802588648;90,13459482
29;12,7;4,58;5,802588648;90,13459482
29;12,8;4,52;5,802588648;90,13459482
29;11,4;4,63;5,802588648;90,13459482
29;11,5;4,04;5,802588648;90,13459482
29;12,5;2,96;5,802588648;90,13459482
28,9;10,7;3,89;5,802588648;90,13459482
28,9;12;4,89;5,802588648;90,13459482
28,9;13,3;3,65;5,802588648;90,13459482
28,9;15,5;3,92;5,802588648;90,13459482
28,9;16,1;4,58;5,802588648;90,13459482
28,9;14,1;2,8;5,802588648;90,13459482
28,9;13,7;3,7;5,802588648;90,13459482
28,9;12,4;3,09;5,802588648;90,13459482
28,9;14,3;3,89;5,802588648;90,13459482
28,8;13,3;4,53;5,802588648;90,13459482
28,8;14,2;3,6;5,802588648;90,13459482
28,9;13,9;3,08;5,802588648;90,13459482
26,8;16,2;3,18;2,677745943;31,19019868
26,8;16,2;2,97;2,677745943;31,19019868
26,8;12,3;2,97;2,677745943;31,19019868
26,8;14,8;2,96;2,677745943;31,19019868
26,8;14,3;2,98;2,677745943;31,19019868
26,8;16,6;2,98;2,677745943;31,19019868
26,8;13,3;2,97;2,677745943;31,19019868
26,8;12,9;2,97;2,677745943;31,19019868
26,7;15,2;2,98;2,677745943;31,19019868
26,8;12,8;2,96;2,677745943;31,19019868
26,9;12,2;2,96;2,677745943;31,19019868
27;11,4;2,92;2,677745943;31,19019868
26,9;10,7;2,95;2,677745943;31,19019868
26,9;11,5;2,96;2,677745943;31,19019868
26,9;13,1;2,95;2,677745943;31,19019868
26,8;16,2;2,95;2,677745943;31,19019868
26,8;17,7;2,96;2,677745943;31,19019868
26,8;14,6;2,95;2,677745943;31,19019868
26,9;12,1;2,96;2,677745943;31,19019868
26,8;13,4;2,97;2,677745943;31,19019868
26,9;12,9;2,96;2,677745943;31,19019868
26,9;11,4;2,95;2,677745943;31,19019868
26,9;11,5;2,96;2,677745943;31,19019868
26,9;14,5;2,95;2,677745943;31,19019868
26,9;14,1;2,94;2,677745943;31,19019868
26,9;15,6;2,96;2,677745943;31,19019868
26,9;14;2,96;2,677745943;31,19019868
26,9;14;2,99;2,677745943;31,19019868
26,8;13,7;2,98;2,677745943;31,19019868
26,8;13,9;2,99;2,677745943;31,19019868
26,8;13,8;2,99;2,677745943;31,19019868
26,8;12,8;2,95;2,677745943;31,19019868
26,8;13;2,98;2,677745943;31,19019868
26,8;12,9;2,96;2,677745943;31,19019868
26,8;12,8;2,97;2,677745943;31,19019868
26,8;12,8;2,98;2,677745943;31,19019868
26,8;11,9;2,96;2,677745943;31,19019868
26,7;13,4;2,98;2,677745943;31,19019868
26,7;12,9;2,98;2,677745943;31,19019868
26,7;12,3;2,98;2,677745943;31,19019868
26,8;11,6;2,97;2,677745943;31,19019868
26,8;12,5;2,96;2,677745943;31,19019868
26,8;13,4;2,97;2,677745943;31,19019868
26,7;13,7;2,98;2,677745943;31,19019868
26,7;12,8;2,97;2,677745943;31,19019868
26,7;14,9;2,95;2,677745943;31,19019868
26,7;12,5;2,98;2,677745943;31,19019868
26,7;16,4;3;2,677745943;31,19019868
26,7;12,9;2,96;2,677745943;31,19019868
26,7;13,5;2,97;2,677745943;31,19019868
26,7;16,4;2,96;2,677745943;31,19019868
26,7;15,9;2,97;2,677745943;31,19019868
26,6;14,6;2,99;2,677745943;31,19019868
26,6;13,2;2,95;2,677745943;31,19019868
26,6;12,8;2,97;2,677745943;31,19019868
26,6;12,5;2,96;2,677745943;31,19019868
26,6;12,8;2,99;2,677745943;31,19019868
26,6;12;2,97;2,677745943;31,19019868
26,6;13,8;2,95;2,677745943;31,19019868
26,5;13;2,97;2,677745943;31,19019868
26,6;12,8;2,98;2,677745943;31,19019868
26,6;12,7;2,98;2,677745943;31,19019868
26,6;12,9;2,98;2,677745943;31,19019868
26,5;13,8;2,95;2,677745943;31,19019868
26,5;13,1;2,96;2,677745943;31,19019868
26,5;15,3;2,97;2,677745943;31,19019868
26,5;14,4;2,98;2,677745943;31,19019868
26,5;14,4;3;2,677745943;31,19019868
26,5;13,1;2,98;2,677745943;31,19019868
26,6;12,4;2,97;2,677745943;31,19019868
26,7;12,1;2,94;2,677745943;31,19019868
26,6;12,6;2,93;2,677745943;31,19019868
26,6;14;2,96;2,677745943;31,19019868
26,6;16,3;2,96;2,677745943;31,19019868
26,6;16,9;2,99;2,677745943;31,19019868
26,5;16,7;2,98;2,677745943;31,19019868
26,5;13,6;2,99;2,677745943;31,19019868
26,5;14,1;2,98;2,677745943;31,19019868
26,5;13,6;2,99;2,677745943;31,19019868
26,5;16,7;3,01;2,677745943;31,19019868
26,5;13,7;2,97;2,677745943;31,19019868
26,5;14,5;2,96;2,677745943;31,19019868
26,5;13,7;2,98;2,677745943;31,19019868
26,5;17,5;2,98;2,677745943;31,19019868
26,5;15,3;2,96;2,677745943;31,19019868
26,5;13,9;2,98;2,677745943;31,19019868
26,5;15,3;2,97;2,677745943;31,19019868
26,4;15;2,99;2,677745943;31,19019868
26,5;15;2,99;2,677745943;31,19019868
26,5;14,7;2,99;2,677745943;31,19019868
26,5;15;2,97;2,677745943;31,19019868
26,5;15,3;2,99;2,677745943;31,19019868
26,5;13,2;2,99;2,677745943;31,19019868
26,5;14,7;2,97;2,677745943;31,19019868
26,5;16,1;2,98;2,677745943;31,19019868
26,5;17,3;2,98;2,677745943;31,19019868
26,5;15,7;2,99;2,677745943;31,19019868
26,5;14,8;2,99;2,677745943;31,19019868
26,5;15,8;2,99;2,677745943;31,19019868
26,5;16,2;2,96;2,677745943;31,19019868
25,7;15;3,22;4,063575016;55,95701769
25,7;20,5;3,8;4,063575016;55,95701769
25,7;19,7;3,37;4,063575016;55,95701769
25,7;18,7;4;4,063575016;55,95701769
25,7;15,3;3,94;4,063575016;55,95701769
25,7;14,7;3,77;4,063575016;55,95701769
25,7;16,5;3,24;4,063575016;55,95701769
25,7;16,1;3,17;4,063575016;55,95701769
25,7;17,1;3,24;4,063575016;55,95701769
25,7;20,6;3,39;4,063575016;55,95701769
25,7;21,8;3,15;4,063575016;55,95701769
25,6;23,7;3,54;4,063575016;55,95701769
25,7;17,1;2,87;4,063575016;55,95701769
25,7;18,5;3,88;4,063575016;55,95701769
25,6;16,9;3,83;4,063575016;55,95701769
25,7;16,5;3,83;4,063575016;55,95701769
25,7;16,5;3,85;4,063575016;55,95701769
25,7;15,2;3,69;4,063575016;55,95701769
25,7;14,8;2,98;4,063575016;55,95701769
25,7;14,9;3,77;4,063575016;55,95701769
25,7;14,8;3,59;4,063575016;55,95701769
25,7;16;3,73;4,063575016;55,95701769
25,7;17,9;3,87;4,063575016;55,95701769
25,7;17,1;3,81;4,063575016;55,95701769
25,7;17,5;3,38;4,063575016;55,95701769
25,7;15,3;3,75;4,063575016;55,95701769
25,7;15,2;3,24;4,063575016;55,95701769
25,8;15;3,44;4,063575016;55,95701769
25,7;16,3;3,82;4,063575016;55,95701769
25,7;16,7;3,58;4,063575016;55,95701769
25,7;16,6;3,58;4,063575016;55,95701769
25,7;16,5;3,19;4,063575016;55,95701769
25,7;15,4;3,34;4,063575016;55,95701769
25,7;14,6;3,22;4,063575016;55,95701769
25,7;15,7;3,22;4,063575016;55,95701769
25,7;15,2;3,95;4,063575016;55,95701769
25,7;15,8;3,13;4,063575016;55,95701769
25,7;17,1;3,42;4,063575016;55,95701769
25,7;18,3;2,68;4,063575016;55,95701769
25,7;14,8;3,73;4,063575016;55,95701769
25,7;14,8;3,55;4,063575016;55,95701769
25,7;15,2;3,81;4,063575016;55,95701769
25,6;15,8;3,82;4,063575016;55,95701769
25,6;15,9;2,36;4,063575016;55,95701769
25,6;16,4;3,81;4,063575016;55,95701769
25,6;16,4;3,89;4,063575016;55,95701769
25,6;18,3;3,81;4,063575016;55,95701769
25,6;19,4;3,96;4,063575016;55,95701769
25,6;20,6;3,23;4,063575016;55,95701769
25,6;21,2;3,89;4,063575016;55,95701769
25,5;18,5;3,49;4,063575016;55,95701769
25,5;17;3,84;4,063575016;55,95701769
25,5;22,8;3,82;4,063575016;55,95701769
25,5;18,1;2,73;4,063575016;55,95701769
25,5;17;2,95;4,063575016;55,95701769
25,5;17;2,79;4,063575016;55,95701769
25,5;16,9;3,79;4,063575016;55,95701769
25,5;16,1;3,88;4,063575016;55,95701769
25,5;15,8;3,22;4,063575016;55,95701769
25,5;18,4;3,45;4,063575016;55,95701769
25,5;17;3,89;4,063575016;55,95701769
25,5;17,9;3,41;4,063575016;55,95701769
25,5;17;3,83;4,063575016;55,95701769
25,5;19,8;3,92;4,063575016;55,95701769
25,5;16,1;3,09;4,063575016;55,95701769
25,5;15,6;3,7;4,063575016;55,95701769
25,5;19;2,55;4,063575016;55,95701769
25,4;17;4;4,063575016;55,95701769
25,4;16,9;3,7;4,063575016;55,95701769
25,5;17,3;2,95;4,063575016;55,95701769
25,4;16,2;2,93;4,063575016;55,95701769
25,4;19,1;3,86;4,063575016;55,95701769
25,5;15,5;3,37;4,063575016;55,95701769
25,6;14,7;3,33;4,063575016;55,95701769
25,6;15;3,76;4,063575016;55,95701769
25,6;15,6;3,74;4,063575016;55,95701769
25,6;16,5;3,36;4,063575016;55,95701769
25,6;17;3,14;4,063575016;55,95701769
25,6;17,9;3,86;4,063575016;55,95701769
25,6;17;3,83;4,063575016;55,95701769
25,6;16,1;3,55;4,063575016;55,95701769
25,6;15,5;3,52;4,063575016;55,95701769
25,6;15,8;3,5;4,063575016;55,95701769
25,6;16,5;2,29;4,063575016;55,95701769
25,6;16,6;3,89;4,063575016;55,95701769
25,5;17;3,26;4,063575016;55,95701769
25,5;17;3,07;4,063575016;55,95701769
25,5;18,4;3,86;4,063575016;55,95701769
25,5;17,8;3,6;4,063575016;55,95701769
25,5;17;3,73;4,063575016;55,95701769
25,5;16,9;3,75;4,063575016;55,95701769
25,5;16,3;3,66;4,063575016;55,95701769
25,4;16,9;3,59;4,063575016;55,95701769
25,5;17;3,56;4,063575016;55,95701769
25,5;17;3,89;4,063575016;55,95701769
25,5;18,5;3,69;4,063575016;55,95701769
25,5;20,1;2,48;4,063575016;55,95701769
25,5;16;3,56;4,063575016;55,95701769
25,4;16,6;3,78;4,063575016;55,95701769
25,4;17;3,92;4,063575016;55,95701769
24,8;16,6;3,53;5,177518979;77,56193726
24,8;17,6;3,9;5,177518979;77,56193726
24,8;16,6;3,62;5,177518979;77,56193726
24,7;16,8;4,45;5,177518979;77,56193726
24,7;18,4;4,09;5,177518979;77,56193726
24,7;19,3;4,27;5,177518979;77,56193726
24,7;17,3;3,93;5,177518979;77,56193726
24,7;17,4;4,36;5,177518979;77,56193726
24,7;16,5;3,64;5,177518979;77,56193726
24,7;18;4,45;5,177518979;77,56193726
24,7;16,5;3,83;5,177518979;77,56193726
24,7;17;4,31;5,177518979;77,56193726
24,7;20,4;4,23;5,177518979;77,56193726
24,7;18,3;3,77;5,177518979;77,56193726
24,7;19,3;4,07;5,177518979;77,56193726
24,7;18,2;4,49;5,177518979;77,56193726
24,7;18,6;4,06;5,177518979;77,56193726
24,7;17,8;4,18;5,177518979;77,56193726
24,7;18,2;4,09;5,177518979;77,56193726
24,7;17,9;4,22;5,177518979;77,56193726
24,7;17;4,5;5,177518979;77,56193726
24,7;18,3;4,18;5,177518979;77,56193726
24,6;17,2;3,71;5,177518979;77,56193726
24,6;17,1;4;5,177518979;77,56193726
24,6;17,5;3,95;5,177518979;77,56193726
24,6;16,8;4,23;5,177518979;77,56193726
24,6;16,4;3,81;5,177518979;77,56193726
24,6;18;4,23;5,177518979;77,56193726
24,6;16,4;4,3;5,177518979;77,56193726
24,6;17,2;4,12;5,177518979;77,56193726
24,6;16;4,37;5,177518979;77,56193726
24,6;19,2;4,38;5,177518979;77,56193726
24,6;17,8;3,17;5,177518979;77,56193726
24,6;17,8;4,08;5,177518979;77,56193726
24,6;16,4;4,32;5,177518979;77,56193726
24,6;18,4;3,96;5,177518979;77,56193726
24,6;17,1;4,29;5,177518979;77,56193726
24,5;16,7;4,39;5,177518979;77,56193726
24,5;17,3;4,51;5,177518979;77,56193726
24,5;17,3;4,16;5,177518979;77,56193726
24,5;16,4;4,2;5,177518979;77,56193726
24,5;16,4;3,45;5,177518979;77,56193726
24,6;16,4;4,08;5,177518979;77,56193726
24,5;17,3;4,23;5,177518979;77,56193726
24,5;17,6;4,19;5,177518979;77,56193726
24,5;16,4;3,76;5,177518979;77,56193726
24,5;16,4;4,49;5,177518979;77,56193726
24,5;17,2;4,03;5,177518979;77,56193726
24,5;19;3,42;5,177518979;77,56193726
24,5;16,4;3,98;5,177518979;77,56193726
24,5;17,5;4,7;5,177518979;77,56193726
24,5;19,8;4,33;5,177518979;77,56193726
24,5;18,7;4,38;5,177518979;77,56193726
24,5;18,9;4,17;5,177518979;77,56193726
24,5;21;3,67;5,177518979;77,56193726
24,5;18,8;3,84;5,177518979;77,56193726
24,4;20,2;4,16;5,177518979;77,56193726
24,4;21;4,28;5,177518979;77,56193726
24,4;19;4,28;5,177518979;77,56193726
24,4;18;4,54;5,177518979;77,56193726
24,4;18,4;4,22;5,177518979;77,56193726
24,4;19;3,88;5,177518979;77,56193726
24,4;21,1;4,57;5,177518979;77,56193726
24,4;20,4;3,92;5,177518979;77,56193726
24,4;18,8;3,53;5,177518979;77,56193726
24,4;18,4;4,25;5,177518979;77,56193726
24,4;17;2,89;5,177518979;77,56193726
24,4;17,7;4,28;5,177518979;77,56193726
24,4;21,4;4,45;5,177518979;77,56193726
24,3;19,5;3,88;5,177518979;77,56193726
24,3;18;4,51;5,177518979;77,56193726
24,3;17,8;4,39;5,177518979;77,56193726
24,3;18,7;4,24;5,177518979;77,56193726
24,3;18,2;3,69;5,177518979;77,56193726
24,3;16,2;3,93;5,177518979;77,56193726
24,3;17,2;4,01;5,177518979;77,56193726
24,3;18;3,41;5,177518979;77,56193726
24,3;19,4;4,68;5,177518979;77,56193726
24,3;21,9;3,74;5,177518979;77,56193726
24,3;21,1;3,74;5,177518979;77,56193726
24,3;16,8;4,12;5,177518979;77,56193726
24,3;16,9;3,05;5,177518979;77,56193726
24,3;20,8;4,08;5,177518979;77,56193726
24,3;23,4;4,2;5,177518979;77,56193726
24,2;20,1;4,37;5,177518979;77,56193726
24,2;19,3;3,86;5,177518979;77,56193726
24,2;19,9;4,25;5,177518979;77,56193726
24,2;18,6;3,85;5,177518979;77,56193726
24,2;18,1;3,45;5,177518979;77,56193726
24,2;19,1;4,23;5,177518979;77,56193726
24,2;19,6;3,76;5,177518979;77,56193726
24,2;18;4,29;5,177518979;77,56193726
24,2;17,2;4,02;5,177518979;77,56193726
24,2;19,5;3,74;5,177518979;77,56193726
24,2;21,2;3,36;5,177518979;77,56193726
24,2;23,1;4,29;5,177518979;77,56193726
24,1;18,6;3,3;5,177518979;77,56193726
24,1;17,7;4,3;5,177518979;77,56193726
24,1;17,3;4,1;5,177518979;77,56193726
24,1;17,4;4,24;5,177518979;77,56193726
27,7;12,6;3,32;4,258320982;59,64623083
27,7;13,8;3,08;4,258320982;59,64623083
27,7;14,8;3,36;4,258320982;59,64623083
27,7;14,7;3,44;4,258320982;59,64623083
27,7;18,2;3,42;4,258320982;59,64623083
27,7;14;2,76;4,258320982;59,64623083
27,7;14;3,63;4,258320982;59,64623083
27,7;15,7;3,02;4,258320982;59,64623083
27,6;13,3;3,44;4,258320982;59,64623083
27,6;19,9;2,74;4,258320982;59,64623083
27,6;14,8;3,65;4,258320982;59,64623083
27,6;16,2;3,19;4,258320982;59,64623083
27,7;13;3,82;4,258320982;59,64623083
27,7;14;2,81;4,258320982;59,64623083
27,6;12,9;3,89;4,258320982;59,64623083
27,6;14,2;3,52;4,258320982;59,64623083
27,6;13,7;3,39;4,258320982;59,64623083
27,6;11,5;3,13;4,258320982;59,64623083
27,6;13,7;3,35;4,258320982;59,64623083
27,6;13,6;3,24;4,258320982;59,64623083
27,6;14,9;2,43;4,258320982;59,64623083
27,5;13,5;3,52;4,258320982;59,64623083
27,5;12,3;3,25;4,258320982;59,64623083
27,5;12,9;3,34;4,258320982;59,64623083
27,5;15;3,81;4,258320982;59,64623083
27,5;13,6;1,54;4,258320982;59,64623083
27,5;12;3,27;4,258320982;59,64623083
27,6;12,9;2,69;4,258320982;59,64623083
27,6;12,7;3,18;4,258320982;59,64623083
27,7;12,6;3,22;4,258320982;59,64623083
27,7;12,1;3,37;4,258320982;59,64623083
27,7;12,8;3,21;4,258320982;59,64623083
27,7;13;3,71;4,258320982;59,64623083
27,6;13,8;2,94;4,258320982;59,64623083
27,7;13,7;3,9;4,258320982;59,64623083
27,6;15,3;3,32;4,258320982;59,64623083
27,6;18,1;2,9;4,258320982;59,64623083
27,6;14,6;2,69;4,258320982;59,64623083
27,6;12,3;3,78;4,258320982;59,64623083
27,6;15,3;3,52;4,258320982;59,64623083
27,7;12,8;2,67;4,258320982;59,64623083
27,7;12,3;3,39;4,258320982;59,64623083
27,7;12,3;2,28;4,258320982;59,64623083
27,7;13;3,57;4,258320982;59,64623083
27,6;15,4;3,93;4,258320982;59,64623083
27,6;11,9;2,29;4,258320982;59,64623083
27,6;11,9;3,61;4,258320982;59,64623083
27,6;12,4;3,87;4,258320982;59,64623083
27,7;12,9;2,36;4,258320982;59,64623083
