ID_MED;EXPERIMENTO;CAUDAL_MANNING;CAUDAL_REAL
421;5;55,7014648;90,13459482
422;5;64,85981414;90,13459482
423;5;60,6321488;90,13459482
424;5;51,96125904;90,13459482
425;5;66,99142901;90,13459482
426;5;58,34724137;90,13459482
427;5;63,89473825;90,13459482
428;5;69,13429989;90,13459482
429;5;69,5250889;90,13459482
430;5;56,45514859;90,13459482
431;5;59,29741261;90,13459482
432;5;53,63842134;90,13459482
433;5;62,93212242;90,13459482
434;5;55,13740981;90,13459482
435;5;58,15753344;90,13459482
436;5;29,89650921;90,13459482
437;5;55,13740981;90,13459482
438;5;63,50939425;90,13459482
439;5;35,1218963;90,13459482
440;5;64,66660425;90,13459482
441;5;64,47349137;90,13459482
442;5;28,41647529;90,13459482
443;5;56,45514859;90,13459482
444;5;45,71928722;90,13459482
445;5;55,13740981;90,13459482
446;5;65,63361701;90,13459482
447;5;64,47349137;90,13459482
448;5;55,51333071;90,13459482
449;5;59,29741261;90,13459482
450;5;46,26374865;90,13459482
451;5;53,82537936;90,13459482
452;5;50,29416872;90,13459482
453;5;54,01245701;90,13459482
454;5;69,72061694;90,13459482
455;5;59,67823509;90,13459482
456;5;71,48432113;90,13459482
457;5;57,96793523;90,13459482
458;5;36,67324981;90,13459482
459;5;61,01444919;90,13459482
460;5;44,99533415;90,13459482
461;5;37,01996095;90,13459482
462;5;42,12306239;90,13459482
463;5;38,06427689;90,13459482
464;5;57,96793523;90,13459482
465;5;54,01245701;90,13459482
466;5;53,63842134;90,13459482
467;5;71,48432113;90,13459482
468;5;59,67823509;90,13459482
469;5;64,08755802;90,13459482
470;5;45,35702367;90,13459482
471;5;62,16383072;90,13459482
472;5;62,16383072;90,13459482
473;5;52,3331037;90,13459482
474;5;48,82105701;90,13459482
475;5;54,19965384;90,13459482
476;5;40,52464366;90,13459482
477;5;38,41375605;90,13459482
478;5;41,76675869;90,13459482
479;5;33,7554199;90,13459482
480;5;56,07807807;90,13459482
481;5;33,24611841;90,13459482
482;5;37,01996095;90,13459482
483;5;26,31063425;90,13459482
484;5;65,82730686;90,13459482
485;5;64,66660425;90,13459482
486;5;66,79717422;90,13459482
487;5;55,51333071;90,13459482
488;5;35,98195617;90,13459482
489;5;52,70544184;90,13459482
490;5;71,87720834;90,13459482
491;5;48,27081884;90,13459482
492;5;53,26486603;90,13459482
493;5;65,82730686;90,13459482
494;5;33,24611841;90,13459482
495;5;49,18854791;90,13459482
496;5;38,23893148;90,13459482
497;5;52,70544184;90,13459482
498;5;64,85981414;90,13459482
499;5;47,35645276;90,13459482
500;5;38,06427689;90,13459482
